relationship_id,traveler_id_1,traveler_id_2,relationship_type,verified
975,46787,13691,Spouse,0
976,10745,141560,Spouse,1
977,21100,64076,Parent,1
978,33039,144061,Parent,1
979,22584,80286,Sibling,0
980,51113,135337,Grandparent,0
981,90123,81548,Sibling,0
982,130382,27878,Parent,1
983,133349,16745,Spouse,1
984,6124,45040,Parent,1
985,50090,114962,Spouse,1
986,121939,67379,Sibling,1
987,143744,10762,Parent,1
988,43263,65126,Spouse,1
989,28041,38430,Child,1
990,61047,60497,Parent,1
991,44839,43272,Sibling,1
992,149505,120832,Child,0
993,80066,92142,Sibling,1
994,142452,66668,Child,0
995,29565,140258,Child,0
996,54164,60763,Parent,1
997,14165,27198,Sibling,1
998,126043,95310,Spouse,0
999,11419,109023,Parent,1
1000,35174,141061,Parent,1
1001,50796,147284,Other,1
1002,18012,10786,Child,1
1003,102828,97436,Child,1
1004,138015,53050,Parent,1
1005,79108,52099,Spouse,1
1006,21157,36175,Spouse,1
1007,50156,11334,Spouse,1
1008,83329,111927,Spouse,1
1009,13972,36550,Spouse,1
1010,37174,49081,Sibling,1
1011,17225,74145,Sibling,1
1012,236,52138,Spouse,0
1013,137596,8349,Sibling,0
1014,9546,147665,Spouse,0
1015,101046,143962,Spouse,0
1016,120564,69752,Child,0
1017,92350,130261,Sibling,1
1018,113003,109149,Spouse,0
1019,88432,19553,Parent,1
1020,82874,88377,Sibling,1
1021,103962,22298,Spouse,1
1022,28369,66799,Child,0
1023,134343,145560,Sibling,0
1024,133459,94363,Parent,1
1025,94842,147773,Sibling,1
1026,35153,32494,Spouse,1
1027,114802,76435,Child,0
1028,134577,100481,Other,0
1029,137930,144352,Spouse,1
1030,142828,60223,Spouse,1
1031,116322,28411,Sibling,0
1032,25424,38375,Spouse,0
1033,122874,23780,Child,1
1034,29947,45499,Parent,0
1035,84859,65721,Spouse,1
1036,129669,28765,Parent,1
1037,74633,59365,Parent,1
1038,92559,143966,Sibling,1
1039,38432,62798,Parent,1
1040,137705,2961,Grandchild,0
1041,54302,110650,Parent,0
1042,52962,56726,Spouse,1
1043,23448,49090,Parent,1
1044,42943,40724,Spouse,0
1045,73214,29110,Spouse,1
1046,117881,51170,Parent,1
1047,89487,29971,Spouse,0
1048,22233,103649,Spouse,1
1049,25977,74438,Parent,1
1050,36372,33504,Sibling,0
1051,100176,101054,Parent,1
1052,47271,17313,Spouse,0
1053,69282,57221,Child,0
1054,81877,120196,Parent,1
1055,90195,117222,Parent,1
1056,129567,38884,Other,0
1057,19499,31183,Parent,1
1058,25705,37758,Spouse,1
1059,39021,80978,Child,1
1060,70923,142924,Other,1
1061,49364,49106,Sibling,1
1062,125845,21871,Child,1
1063,31883,56178,Parent,1
1064,70897,110439,Parent,1
1065,143989,65893,Other,1
1066,104823,144062,Parent,1
1067,114505,877,Spouse,1
1068,131348,91741,Child,1
1069,99064,118213,Spouse,1
1070,79880,6295,Spouse,0
1071,92498,53012,Child,1
1072,47542,62974,Child,1
1073,56699,108911,Sibling,1
1074,116336,117246,Sibling,1
1075,126694,89529,Spouse,1
1076,53477,48162,Sibling,0
1077,92013,80104,Sibling,1
1078,10375,143094,Other,1
1079,79600,93009,Parent,1
1080,31702,58250,Spouse,0
1081,56204,136724,Sibling,1
1082,36360,39833,Spouse,1
1083,92920,49315,Spouse,0
1084,6369,57738,Child,1
1085,135726,37244,Spouse,1
1086,97675,146930,Parent,1
1087,22582,117661,Other,0
1088,118973,120329,Child,1
1089,132554,64977,Spouse,1
1090,144403,24634,Spouse,1
1091,104348,79880,Spouse,1
1092,120217,3255,Parent,1
1093,83589,137762,Sibling,0
1094,52066,54053,Parent,1
1095,42476,35059,Child,1
1096,44094,101380,Spouse,1
1097,32078,14468,Sibling,1
1098,60947,7603,Parent,1
1099,144633,140639,Spouse,1
1100,52452,3688,Sibling,0
1101,63539,111786,Parent,0
1102,145044,126136,Sibling,1
1103,55522,10867,Other,1
1104,19825,53167,Parent,1
1105,102173,42699,Sibling,1
1106,123043,62092,Parent,1
1107,49695,48484,Child,1
1108,69164,85266,Sibling,0
1109,49380,107373,Child,0
1110,85287,4420,Other,0
1111,12086,80292,Sibling,1
1112,4937,109446,Parent,1
1113,5387,50622,Sibling,1
1114,44397,138367,Parent,0
1115,38719,89326,Sibling,1
1116,25490,20550,Other,1
1117,32108,101341,Sibling,1
1118,26029,42943,Sibling,1
1119,106430,117128,Spouse,1
1120,68638,79033,Sibling,1
1121,97562,84520,Child,0
1122,3803,18578,Other,1
1123,138557,103854,Spouse,1
1124,132698,134669,Parent,0
1125,40873,108128,Parent,1
1126,121141,114101,Child,1
1127,61700,36399,Sibling,1
1128,133061,13015,Spouse,1
1129,75461,114077,Sibling,1
1130,59013,36955,Spouse,1
1131,14244,81445,Parent,1
1132,126751,38322,Other,1
1133,7321,78488,Spouse,0
1134,119684,121212,Spouse,1
1135,8898,70443,Spouse,1
1136,130324,132253,Spouse,1
1137,19681,74756,Spouse,1
1138,58252,142346,Parent,1
1139,68261,42204,Grandchild,0
1140,42775,43146,Spouse,1
1141,110956,16853,Sibling,0
1142,84867,86380,Spouse,0
1143,7585,7756,Other,1
1144,138264,126944,Child,1
1145,48432,104185,Child,1
1146,34353,32435,Grandparent,1
1147,23559,115196,Spouse,0
1148,96584,46921,Spouse,1
1149,24970,90421,Parent,1
1150,115835,47860,Spouse,1
1151,86190,9044,Spouse,0
1152,21980,1767,Child,0
1153,16495,45270,Sibling,1
1154,144931,104505,Parent,1
1155,99963,142946,Child,1
1156,118455,7057,Spouse,0
1157,82718,94870,Other,1
1158,56446,1712,Spouse,0
1159,12469,141361,Spouse,1
1160,128659,101839,Sibling,0
1161,35844,46766,Child,1
1162,27572,5609,Spouse,1
1163,23769,32723,Other,1
1164,45512,110020,Child,1
1165,128042,85434,Sibling,0
1166,121830,44283,Spouse,0
1167,114457,111995,Spouse,1
1168,42499,99642,Sibling,0
1169,79985,74075,Child,1
1170,21331,5897,Spouse,1
1171,52180,6251,Parent,1
1172,37642,84164,Spouse,0
1173,136611,49917,Spouse,1
1174,15513,146520,Spouse,0
1175,84738,21402,Sibling,0
1176,27525,46334,Spouse,1
1177,48251,136693,Other,1
1178,45405,31058,Spouse,1
1179,46520,146727,Spouse,1
1180,40488,121343,Sibling,0
1181,73445,89616,Child,0
1182,115073,78489,Sibling,0
1183,121358,110941,Parent,1
1184,147973,114523,Spouse,1
1185,76033,149378,Sibling,1
1186,134710,134808,Sibling,1
1187,4733,105478,Spouse,1
1188,111193,15293,Parent,1
1189,118982,65069,Other,1
1190,20289,85810,Spouse,0
1191,4955,105643,Spouse,1
1192,144509,23455,Other,1
1193,87801,117036,Spouse,0
1194,95414,108748,Spouse,0
1195,128694,95949,Other,1
1196,114841,6244,Parent,1
1197,48503,120482,Spouse,0
1198,131559,82976,Sibling,1
1199,39749,81941,Spouse,0
1200,47188,103809,Grandparent,0
1201,78983,130622,Parent,0
1202,64212,56002,Spouse,0
1203,94140,73200,Spouse,1
1204,93318,128397,Spouse,1
1205,84931,136980,Sibling,1
1206,22731,131468,Parent,0
1207,131449,147100,Other,0
1208,52825,87126,Spouse,1
1209,136134,135292,Grandchild,1
1210,107208,84052,Spouse,0
1211,40972,74701,Child,1
1212,76554,13473,Spouse,1
1213,10962,53110,Other,0
1214,137107,78042,Spouse,1
1215,94835,118902,Spouse,1
1216,10465,80024,Other,1
1217,30741,55694,Spouse,1
1218,48905,63912,Sibling,0
1219,108264,143244,Spouse,1
1220,18201,134500,Child,1
1221,80384,137516,Sibling,1
1222,35035,56749,Spouse,1
1223,142659,112236,Child,0
1224,141102,126621,Child,1
1225,83319,3327,Parent,1
1226,144685,98331,Other,1
1227,58565,37362,Sibling,1
1228,74926,61816,Parent,1
1229,107578,64169,Parent,0
1230,1010,51328,Spouse,1
1231,50287,67465,Child,1
1232,73353,28993,Parent,1
1233,76835,50323,Child,1
1234,85356,146958,Sibling,1
1235,55148,128414,Spouse,1
1236,92862,31353,Child,1
1237,139146,88985,Spouse,0
1238,106889,16280,Sibling,1
1239,21495,21295,Sibling,1
1240,147653,3284,Child,1
1241,129388,139132,Other,1
1242,31574,79287,Parent,1
1243,76877,35441,Sibling,1
1244,4843,117571,Sibling,0
1245,5524,38661,Spouse,0
1246,38443,124450,Other,1
1247,39337,11471,Child,1
1248,71892,108168,Spouse,1
1249,3288,54789,Grandchild,1
1250,83430,3856,Sibling,1
1251,402,109804,Sibling,0
1252,59581,21792,Spouse,1
1253,111329,100394,Sibling,1
1254,71939,71828,Sibling,1
1255,101588,81814,Spouse,1
1256,101319,60603,Spouse,0
1257,149924,99299,Child,1
1258,33973,112897,Spouse,0
1259,121028,3093,Spouse,1
1260,92606,94507,Child,0
1261,99266,12474,Spouse,0
1262,49960,62754,Spouse,0
1263,53035,55741,Spouse,0
1264,73381,13546,Child,1
1265,69881,98706,Spouse,0
1266,131351,1398,Spouse,1
1267,118240,87598,Child,0
1268,59605,99268,Parent,0
1269,59809,28832,Other,0
1270,34454,86998,Sibling,0
1271,4433,33070,Sibling,1
1272,44201,77941,Spouse,0
1273,79874,134949,Spouse,1
1274,143342,30454,Other,0
1275,118054,85542,Other,1
1276,88611,94233,Parent,0
1277,83389,31320,Spouse,1
1278,106282,17412,Child,1
1279,46329,93031,Child,1
1280,110925,45142,Sibling,0
1281,126509,62179,Spouse,1
1282,72565,74837,Other,0
1283,105166,131287,Child,1
1284,76008,136060,Sibling,1
1285,18455,119149,Child,0
1286,86384,83067,Other,0
1287,97641,28150,Spouse,0
1288,108530,117032,Other,1
1289,61887,49309,Child,1
1290,47754,97352,Sibling,0
1291,110035,80519,Spouse,1
1292,144914,3051,Spouse,0
1293,68872,78734,Spouse,0
1294,107736,101401,Child,1
1295,77681,14372,Sibling,1
1296,8905,3800,Sibling,1
1297,34990,74700,Sibling,0
1298,116978,36072,Grandchild,0
1299,149633,48807,Spouse,1
1300,95011,50323,Other,0
1301,105272,141638,Grandparent,0
1302,15558,93956,Sibling,1
1303,23133,138178,Child,0
1304,122876,28647,Spouse,0
1305,38001,132066,Child,1
1306,138615,84852,Child,1
1307,130648,135350,Other,1
1308,29333,86234,Spouse,1
1309,12195,113351,Child,1
1310,98185,125588,Child,1
1311,48291,84199,Child,0
1312,59491,126605,Parent,1
1313,72577,139248,Child,1
1314,146413,6301,Other,1
1315,80640,78010,Parent,1
1316,30428,42846,Sibling,1
1317,60347,78673,Spouse,1
1318,15736,44459,Spouse,0
1319,19632,93561,Child,1
1320,106450,130473,Other,0
1321,47543,15281,Sibling,1
1322,5474,122888,Spouse,0
1323,58397,34507,Child,1
1324,146417,72600,Spouse,1
1325,33118,104432,Spouse,1
1326,81467,96119,Parent,1
1327,109957,102500,Child,0
1328,123513,113596,Sibling,1
1329,108302,70956,Child,1
1330,149684,12166,Sibling,1
1331,45420,78199,Parent,0
1332,61519,36558,Sibling,1
1333,123938,1541,Child,1
1334,103181,46848,Spouse,1
1335,12927,2438,Child,1
1336,85293,121639,Parent,1
1337,149897,19188,Parent,1
1338,62738,117034,Other,1
1339,53907,77324,Sibling,1
1340,65373,89311,Parent,1
1341,40886,4901,Parent,1
1342,82451,23544,Sibling,1
1343,12183,97463,Sibling,1
1344,88492,101826,Spouse,1
1345,86208,147916,Other,1
1346,80153,135551,Other,1
1347,138533,65462,Other,0
1348,145475,63948,Child,1
1349,94208,112547,Spouse,1
1350,45580,49074,Child,1
1351,123244,133416,Sibling,0
1352,143623,17873,Child,0
1353,135763,13998,Grandchild,0
1354,95631,2694,Parent,1
1355,86303,90522,Parent,1
1356,94591,51132,Other,1
1357,102374,98040,Other,0
1358,42369,45703,Sibling,1
1359,1901,7952,Sibling,1
1360,149914,38127,Spouse,0
1361,32951,29589,Spouse,1
1362,145395,144549,Spouse,1
1363,84201,14895,Parent,1
1364,64947,51791,Other,1
1365,40037,44567,Other,0
1366,72914,20854,Parent,1
1367,94415,32120,Sibling,1
1368,31522,59221,Spouse,1
1369,88255,124955,Child,0
1370,38428,120609,Child,1
1371,109548,147619,Spouse,1
1372,55071,76497,Spouse,1
1373,142729,4340,Other,1
1374,30772,106007,Spouse,1
1375,149427,59455,Spouse,1
1376,55751,129475,Sibling,1
1377,50909,103320,Spouse,0
1378,46476,94112,Parent,1
1379,76481,33372,Spouse,1
1380,114997,77892,Grandchild,1
1381,87343,102146,Other,1
1382,118216,87602,Spouse,1
1383,106489,92784,Sibling,1
1384,14255,45862,Spouse,1
1385,100565,86913,Parent,0
1386,142976,19861,Sibling,0
1387,133289,63992,Spouse,0
1388,114535,59017,Spouse,1
1389,146484,74096,Parent,0
1390,54954,84270,Parent,1
1391,6039,40598,Sibling,1
1392,45218,145647,Spouse,1
1393,147295,135884,Parent,0
1394,3143,19462,Sibling,1
1395,103602,121282,Sibling,1
1396,26366,62959,Child,0
1397,91938,25447,Parent,0
1398,29180,108907,Spouse,1
1399,25831,104156,Child,1
1400,40615,146697,Other,1
1401,19956,87875,Child,1
1402,79733,75789,Parent,1
1403,146328,132749,Parent,1
1404,130681,117407,Parent,1
1405,25321,135686,Other,1
1406,58731,127822,Spouse,0
1407,60337,133507,Parent,0
1408,87890,44009,Sibling,0
1409,66231,140415,Parent,1
1410,73889,3580,Parent,1
1411,42659,148211,Sibling,1
1412,97018,55986,Grandchild,1
1413,38463,110199,Sibling,1
1414,131957,70136,Parent,0
1415,66274,138780,Spouse,1
1416,105233,112729,Sibling,1
1417,316,1765,Spouse,1
1418,126342,5460,Spouse,1
1419,123077,79387,Spouse,1
1420,80464,61526,Parent,1
1421,91344,54939,Sibling,1
1422,53339,149822,Spouse,0
1423,123529,54861,Sibling,1
1424,5024,23528,Sibling,1
1425,18019,128778,Spouse,1
1426,132646,137848,Child,1
1427,80241,109353,Parent,1
1428,115848,98323,Child,1
1429,58472,124772,Spouse,1
1430,117935,5596,Spouse,0
1431,56477,28783,Sibling,1
1432,65659,42635,Child,1
1433,82970,125722,Spouse,1
1434,50238,140801,Parent,0
1435,71191,75733,Parent,0
1436,49486,144980,Spouse,1
1437,14846,92048,Sibling,0
1438,73314,87305,Parent,1
1439,109730,97505,Parent,0
1440,55498,147531,Spouse,0
1441,44388,30525,Child,1
1442,64142,87742,Child,1
1443,31688,5041,Child,1
1444,139721,33559,Other,0
1445,34490,37411,Parent,0
1446,85983,41689,Parent,1
1447,109965,31843,Parent,1
1448,96177,108085,Spouse,0
1449,139866,88035,Grandparent,1
1450,68034,110912,Parent,0
1451,110155,11143,Sibling,1
1452,148044,67177,Spouse,1
1453,74521,145784,Other,1
1454,101367,10898,Sibling,1
1455,40824,105646,Sibling,1
1456,5219,25518,Child,1
1457,30891,102389,Parent,1
1458,114999,71527,Spouse,0
1459,26133,108077,Sibling,0
1460,102565,123298,Spouse,1
1461,119883,37470,Child,0
1462,73937,41976,Other,1
1463,46952,11335,Grandparent,1
1464,147285,71481,Spouse,1
1465,133402,125283,Spouse,0
1466,136680,94853,Parent,0
1467,75084,28058,Grandchild,1
1468,141230,130175,Spouse,1
1469,123444,66494,Parent,0
1470,119315,48210,Sibling,1
1471,85129,96003,Sibling,1
1472,144179,55568,Spouse,1
1473,96859,122629,Other,1
1474,116618,105333,Spouse,0
1475,7511,51672,Child,1
1476,142646,6676,Parent,1
1477,72255,134261,Sibling,1
1478,105083,127078,Parent,0
1479,115908,45244,Child,0
1480,91331,66865,Child,0
1481,24729,132005,Other,1
1482,48657,75700,Child,1
1483,148908,86256,Sibling,0
1484,137755,131910,Spouse,1
1485,66939,64994,Child,1
1486,86053,10998,Parent,1
1487,1515,11995,Spouse,1
1488,1992,32863,Sibling,1
1489,131602,48766,Spouse,0
1490,110405,72942,Spouse,0
1491,20416,2301,Other,0
1492,37098,130090,Parent,0
1493,3673,70614,Spouse,1
1494,81241,73172,Sibling,1
1495,127802,124833,Child,0
1496,71201,139583,Spouse,0
1497,16169,99307,Child,1
1498,460,65235,Spouse,1
1499,124991,47077,Parent,1
1500,124213,128781,Spouse,1
1501,137738,135742,Sibling,1
1502,144120,15021,Child,0
1503,63515,88044,Parent,1
1504,99462,68706,Spouse,1
1505,67639,24810,Parent,1
1506,131326,3957,Spouse,0
1507,3772,86677,Child,0
1508,108772,146699,Spouse,1
1509,51173,112469,Sibling,0
1510,38983,143647,Parent,1
1511,110415,98031,Sibling,1
1512,117854,89183,Spouse,0
1513,93913,95672,Parent,1
1514,13164,16726,Grandchild,0
1515,122467,93284,Spouse,1
1516,76734,86737,Parent,1
1517,145817,133236,Parent,1
1518,117263,105197,Parent,1
1519,3328,125279,Other,1
1520,34217,46349,Sibling,1
1521,27852,91037,Spouse,1
1522,69841,85011,Other,1
1523,61460,62179,Other,1
1524,20753,119858,Child,1
1525,42902,48074,Child,1
1526,63816,142594,Parent,0
1527,106876,105915,Sibling,0
1528,125233,13383,Spouse,1
1529,21781,96071,Spouse,1
1530,14822,79055,Child,1
1531,147100,126074,Spouse,1
1532,22402,144828,Spouse,0
1533,15199,24197,Spouse,0
1534,91725,133245,Sibling,0
1535,1173,19190,Sibling,1
1536,113254,70152,Parent,1
1537,110937,11344,Spouse,0
1538,107654,131368,Parent,0
1539,129373,138030,Child,0
1540,115698,18782,Child,1
1541,29380,134377,Child,1
1542,60231,67711,Spouse,1
1543,66951,87228,Child,1
1544,3251,103456,Parent,1
1545,46577,95174,Child,0
1546,67147,66773,Parent,1
1547,145567,87953,Sibling,1
1548,102980,37797,Parent,1
1549,107599,137068,Grandchild,0
1550,86284,9812,Sibling,1
1551,31367,60081,Other,1
1552,123768,38516,Child,1
1553,120589,142706,Sibling,1
1554,140457,54808,Sibling,0
1555,20764,39508,Child,1
1556,76140,37709,Spouse,0
1557,27553,82377,Spouse,1
1558,123609,92880,Sibling,0
1559,21374,114377,Parent,0
1560,82103,41594,Grandchild,1
1561,27497,81975,Sibling,1
1562,44355,51643,Child,1
1563,118154,138382,Child,1
1564,131091,100642,Spouse,0
1565,110117,117389,Sibling,1
1566,50886,67160,Parent,0
1567,115089,73652,Sibling,1
1568,131797,61848,Sibling,1
1569,129062,102262,Other,1
1570,54221,104440,Sibling,1
1571,51572,108592,Spouse,0
1572,44950,141978,Spouse,0
1573,2480,30250,Sibling,1
1574,74677,106206,Spouse,0
1575,75342,94377,Parent,0
1576,66839,48743,Parent,1
1577,59304,3045,Child,0
1578,28376,80255,Parent,0
1579,126161,84655,Grandparent,0
1580,26443,22789,Spouse,1
1581,80269,40440,Grandchild,1
1582,148867,114976,Child,1
1583,133375,77006,Parent,0
1584,55399,144689,Child,0
1585,137003,26399,Other,1
1586,96466,11672,Sibling,1
1587,30773,51567,Child,1
1588,122756,47973,Other,0
1589,135853,137862,Other,1
1590,38244,97321,Child,0
1591,29497,66865,Other,1
1592,17879,30976,Parent,0
1593,79142,71606,Parent,1
1594,138965,81164,Child,1
1595,84543,145122,Spouse,1
1596,146791,63139,Other,0
1597,56445,49509,Child,1
1598,25050,58647,Spouse,0
1599,102599,7452,Spouse,0
1600,104330,99508,Parent,0
1601,89359,10181,Spouse,0
1602,27583,9054,Parent,1
1603,52961,130389,Spouse,0
1604,131430,5338,Sibling,0
1605,62399,147723,Spouse,1
1606,127345,5915,Grandchild,1
1607,96249,12152,Parent,1
1608,64497,14361,Sibling,1
1609,90301,32744,Spouse,1
1610,121139,25302,Sibling,1
1611,39242,59611,Child,1
1612,87489,33719,Parent,0
1613,126294,9381,Child,1
1614,1175,129925,Sibling,0
1615,40916,100395,Parent,1
1616,21897,9766,Other,1
1617,30420,25345,Parent,1
1618,24411,116531,Other,1
1619,3202,4383,Child,1
1620,136339,112599,Spouse,1
1621,19184,134588,Spouse,1
1622,89033,64653,Child,1
1623,11607,86610,Spouse,1
1624,60970,51768,Child,1
1625,126758,14543,Sibling,0
1626,134601,142858,Spouse,1
1627,10235,109149,Child,1
1628,104306,6270,Spouse,0
1629,44334,47803,Spouse,1
1630,109756,132246,Other,1
1631,62978,138088,Parent,0
1632,71954,28899,Spouse,0
1633,56044,114140,Grandparent,1
1634,28858,92516,Parent,0
1635,84801,44289,Sibling,0
1636,31529,11341,Spouse,1
1637,2621,21291,Spouse,0
1638,103857,58089,Spouse,1
1639,38128,38392,Grandparent,1
1640,16023,23159,Sibling,1
1641,147252,22308,Sibling,0
1642,14422,133068,Spouse,1
1643,118965,96889,Spouse,1
1644,28496,21659,Sibling,1
1645,106246,107793,Grandchild,1
1646,96623,65298,Sibling,1
1647,15241,114800,Child,1
1648,65849,15780,Spouse,1
1649,128728,36479,Parent,1
1650,91356,74774,Child,1
1651,6690,107896,Spouse,1
1652,140702,93880,Parent,1
1653,110617,29495,Grandchild,1
1654,87944,66532,Other,1
1655,904,4363,Sibling,1
1656,81141,15649,Spouse,1
1657,21024,3219,Spouse,1
1658,77623,81080,Sibling,1
1659,147975,17003,Child,1
1660,2209,55205,Child,1
1661,49617,65407,Sibling,1
1662,148547,101894,Spouse,1
1663,3946,49311,Other,1
1664,9262,8081,Parent,0
1665,136636,48913,Child,0
1666,127593,39533,Other,0
1667,49909,40115,Sibling,1
