case_id,case_type,victim_traveler_id,suspect_traveler_id,origin_country_id,transit_country_id,destination_country_id,reported_date,status,victim_age_at_time,victim_gender
404,Debt Bondage,77995,,26,,9,2025-04-23,Prosecuted,27,M
405,Domestic Servitude,115567,,26,15,10,2025-02-15,Prosecuted,25,M
406,Labor,135507,91539,26,1,34,2025-11-16,Convicted,32,M
407,Labor,82857,,2,1,10,2025-01-11,Under Investigation,48,F
408,Debt Bondage,74306,56167,26,1,9,2025-01-01,Prosecuted,35,M
409,Forced Marriage,12287,105822,6,,10,2025-07-06,Convicted,14,F
410,Domestic Servitude,128925,146761,6,10,33,2025-07-22,Convicted,44,F
411,Labor,43323,,1,4,32,2025-03-19,Closed,50,M
412,Sexual,5950,,21,1,12,2025-01-05,Under Investigation,31,F
413,Organ,26801,106250,1,,1,2025-01-02,Prosecuted,35,M
414,Child,21803,,3,4,9,2025-11-20,Under Investigation,16,M
415,Child,109883,99980,22,4,4,2025-02-16,Closed,11,M
416,Child,94705,74454,18,,9,2025-07-17,Prosecuted,6,F
417,Labor,98734,,3,10,31,2025-12-04,Under Investigation,44,M
418,Labor,95909,144201,1,10,32,2025-07-14,Closed,49,F
419,Labor,70415,74569,26,,9,2025-08-12,Prosecuted,41,M
420,Organ,148705,,1,,1,2025-11-10,Under Investigation,38,M
421,Debt Bondage,45738,45716,6,,1,2025-09-13,Under Investigation,32,F
422,Forced Marriage,6219,3904,6,,8,2025-05-18,Convicted,16,F
423,Child,102600,,18,,10,2025-02-14,Under Investigation,8,F
424,Other,113053,86864,6,4,9,2025-05-05,Open,33,F
425,Child,115598,,3,,1,2025-10-01,Convicted,17,M
426,Debt Bondage,133815,,3,1,9,2025-04-13,Open,24,F
427,Other,41123,,3,12,13,2025-06-01,Under Investigation,43,F
428,Child,97104,148697,22,4,1,2025-11-11,Convicted,7,F
429,Domestic Servitude,141942,,26,15,9,2025-11-27,Open,42,F
430,Domestic Servitude,14632,,6,15,31,2025-06-16,Under Investigation,22,F
431,Forced Marriage,138237,,1,1,9,2025-08-02,Convicted,18,F
432,Forced Marriage,45771,,3,,10,2025-04-13,Under Investigation,19,F
433,Debt Bondage,91873,123789,6,1,1,2025-06-13,Prosecuted,19,F
434,Other,76697,,6,1,8,2025-11-10,Closed,39,F
435,Debt Bondage,124405,78194,26,,10,2025-11-20,Closed,47,F
436,Organ,26799,36513,1,,1,2025-11-25,Prosecuted,30,M
437,Sexual,,149530,6,4,8,2025-03-28,Under Investigation,27,F
438,Other,130584,137048,1,1,8,2025-10-16,Acquitted,37,F
439,Labor,24226,23688,2,1,33,2025-07-04,Prosecuted,40,M
440,Labor,8663,4365,26,,31,2025-02-07,Open,24,M
441,Organ,16673,,1,,1,2025-06-27,Under Investigation,34,F
442,Sexual,28090,,20,12,13,2025-12-05,Open,22,F
443,Child,44017,140903,22,4,9,2025-08-27,Prosecuted,9,M
444,Domestic Servitude,111961,14057,28,,9,2025-08-19,Prosecuted,32,F
445,Forced Marriage,77668,,1,1,9,2025-09-27,Convicted,19,F
446,Domestic Servitude,65558,108563,28,,9,2025-07-23,Open,27,F
447,Other,108797,,16,,13,2025-02-26,Closed,29,M
448,Debt Bondage,22233,,26,1,10,2025-01-13,Under Investigation,35,M
449,Domestic Servitude,39921,,6,15,10,2025-08-20,Under Investigation,20,F
450,Labor,2399,,1,10,31,2025-09-10,Prosecuted,22,F
451,Child,59776,142002,18,1,9,2025-09-17,Closed,15,F
452,Forced Marriage,9272,,1,10,10,2025-10-07,Acquitted,18,F
453,Debt Bondage,25073,53775,3,1,1,2025-05-25,Open,21,M
454,Labor,97618,36893,6,4,31,2025-07-17,Closed,28,M
455,Other,128108,119275,16,12,10,2025-02-14,Closed,36,M
456,Domestic Servitude,37877,,21,15,10,2025-01-21,Prosecuted,28,F
457,Organ,73168,105720,3,,1,2025-08-16,Convicted,41,M
458,Debt Bondage,64103,75437,3,,9,2025-02-13,Closed,22,F
459,Domestic Servitude,83999,,26,,31,2025-08-28,Under Investigation,41,F
460,Domestic Servitude,119767,64280,6,1,10,2025-05-01,Open,30,M
461,Domestic Servitude,49169,,21,1,31,2025-11-19,Acquitted,22,F
462,Child,104962,60488,3,4,9,2025-09-04,Prosecuted,13,F
463,Other,126164,76712,16,1,13,2025-11-19,Closed,18,M
464,Organ,119962,108690,3,,1,2025-01-27,Under Investigation,49,F
465,Labor,84290,,1,4,34,2025-12-13,Open,27,M
466,Other,86840,87545,16,1,8,2025-02-04,Acquitted,26,M
467,Labor,15213,129928,2,,31,2025-10-24,Prosecuted,49,M
468,Labor,70819,23142,26,10,32,2025-08-19,Prosecuted,20,F
469,Domestic Servitude,55740,93217,6,1,10,2025-04-20,Under Investigation,21,F
470,Labor,44914,35936,6,4,33,2025-03-14,Open,19,M
471,Domestic Servitude,25716,,26,15,9,2025-08-11,Convicted,37,F
472,Labor,52186,87631,26,4,10,2025-06-06,Convicted,34,M
473,Child,93553,45866,22,1,1,2025-02-28,Acquitted,16,M
474,Forced Marriage,133992,31804,3,,9,2025-06-10,Prosecuted,26,F
475,Labor,12881,13252,26,4,9,2025-07-12,Closed,37,M
476,Debt Bondage,142533,106324,6,1,10,2025-02-08,Closed,24,M
477,Labor,129850,,3,1,10,2025-04-20,Acquitted,45,M
478,Debt Bondage,107672,,6,,9,2025-02-21,Prosecuted,45,F
479,Domestic Servitude,,,28,1,9,2025-10-14,Convicted,27,F
480,Child,12887,,18,,9,2025-06-22,Open,10,M
481,Child,60224,,18,4,10,2025-12-02,Open,13,F
482,Other,38286,138898,1,12,8,2025-02-16,Under Investigation,16,F
483,Child,,88246,3,1,10,2025-08-24,Under Investigation,14,F
484,Debt Bondage,30244,44102,6,1,10,2025-09-15,Under Investigation,24,M
485,Labor,13796,145327,2,,33,2025-10-19,Under Investigation,46,M
486,Domestic Servitude,78492,146850,21,10,10,2025-03-20,Under Investigation,34,F
487,Forced Marriage,105877,43348,3,10,9,2025-08-25,Closed,20,F
488,Labor,75152,96450,6,10,10,2025-06-12,Convicted,45,M
489,Sexual,56741,79919,20,4,13,2025-08-15,Prosecuted,31,F
490,Labor,110190,,2,,31,2025-08-14,Under Investigation,47,M
491,Labor,130554,,6,4,32,2025-05-06,Prosecuted,18,M
492,Domestic Servitude,5935,,6,1,33,2025-03-10,Prosecuted,27,F
493,Sexual,135406,79966,21,1,10,2025-12-16,Acquitted,29,F
494,Child,17906,90701,3,4,4,2025-06-09,Prosecuted,15,M
495,Labor,39618,143626,3,1,9,2025-01-17,Under Investigation,32,M
496,Organ,110817,63957,1,,1,2025-04-28,Acquitted,24,M
497,Domestic Servitude,10987,119911,26,,31,2025-05-21,Under Investigation,42,F
498,Organ,121166,63467,1,,1,2025-05-12,Under Investigation,33,F
499,Forced Marriage,59216,,6,10,8,2025-07-14,Prosecuted,27,F
500,Labor,8477,105097,2,1,10,2025-05-02,Prosecuted,43,M
501,Labor,123516,,6,4,31,2025-08-27,Open,35,F
502,Child,130732,,1,4,4,2025-01-10,Open,11,M
503,Sexual,,88249,21,1,12,2025-10-13,Under Investigation,17,F
504,Forced Marriage,46858,56795,6,,10,2025-04-14,Open,21,F
505,Forced Marriage,22471,128893,1,1,9,2025-09-11,Under Investigation,20,F
506,Domestic Servitude,43545,,21,1,9,2025-05-07,Closed,42,F
507,Labor,33752,,3,10,34,2025-04-01,Acquitted,23,M
508,Labor,24897,,2,10,34,2025-06-24,Under Investigation,47,M
509,Sexual,89217,,28,1,13,2025-12-23,Open,28,F
510,Labor,,,3,,9,2025-11-22,Under Investigation,39,M
511,Labor,11629,,1,4,34,2025-08-06,Open,21,M
512,Labor,89921,127708,3,4,34,2025-03-09,Convicted,24,M
513,Domestic Servitude,62378,31337,21,15,9,2025-10-09,Open,41,F
514,Labor,26662,,1,10,33,2025-12-05,Acquitted,23,M
515,Labor,40087,,26,10,10,2025-10-16,Under Investigation,35,M
516,Sexual,39320,,21,,13,2025-10-03,Under Investigation,22,F
517,Debt Bondage,111405,,1,1,1,2025-04-09,Acquitted,47,M
518,Domestic Servitude,36424,101943,26,,9,2025-11-19,Convicted,30,F
519,Other,127393,138244,1,4,10,2025-06-18,Under Investigation,48,F
520,Labor,131824,,1,1,34,2025-02-24,Closed,48,M
521,Domestic Servitude,95498,,28,10,33,2025-11-16,Closed,20,F
522,Organ,82255,45638,1,,1,2025-07-12,Closed,26,M
523,Domestic Servitude,36522,,21,10,10,2025-09-14,Closed,38,M
524,Other,140107,,6,1,9,2025-11-12,Open,16,M
525,Labor,,97090,3,10,10,2025-08-05,Prosecuted,36,F
526,Organ,84719,,6,,1,2025-05-01,Closed,23,M
527,Other,18671,125111,18,4,10,2025-04-18,Under Investigation,44,F
528,Labor,129848,146750,2,10,10,2025-02-07,Under Investigation,18,M
529,Forced Marriage,146003,28795,6,1,8,2025-09-09,Under Investigation,27,F
530,Other,145090,53999,16,,8,2025-10-23,Convicted,19,M
531,Labor,110621,34011,1,10,31,2025-03-12,Under Investigation,42,F
532,Domestic Servitude,8926,53997,28,15,9,2025-10-16,Prosecuted,22,M
533,Domestic Servitude,93038,39447,6,,33,2025-08-23,Convicted,40,F
534,Domestic Servitude,131254,54135,6,1,31,2025-06-19,Convicted,37,M
535,Labor,69368,108841,26,1,10,2025-06-06,Acquitted,41,M
536,Domestic Servitude,61546,66334,28,15,9,2025-07-08,Open,41,M
537,Debt Bondage,139923,30272,3,1,10,2025-02-11,Open,38,M
538,Organ,134474,73129,1,,1,2025-01-01,Under Investigation,42,M
539,Sexual,42276,109494,21,,10,2025-05-06,Closed,22,F
540,Child,99803,86484,22,4,4,2025-10-18,Prosecuted,12,M
541,Child,101278,93704,18,4,10,2025-07-22,Convicted,14,M
542,Labor,103660,,6,10,34,2025-08-17,Convicted,35,F
543,Child,21468,43986,1,4,10,2025-08-08,Convicted,10,M
544,Labor,136972,,26,1,10,2025-07-22,Prosecuted,26,M
545,Forced Marriage,91093,47274,3,10,11,2025-11-06,Under Investigation,27,F
546,Forced Marriage,38829,100229,1,,11,2025-01-20,Open,18,F
547,Sexual,141715,21053,28,12,12,2025-11-20,Prosecuted,21,M
548,Child,93100,64494,1,4,10,2025-05-05,Closed,5,F
549,Forced Marriage,130518,,1,1,9,2025-12-28,Open,18,F
550,Labor,76141,,26,,33,2025-10-21,Closed,24,M
551,Domestic Servitude,72215,,26,15,33,2025-06-02,Under Investigation,37,F
552,Organ,22043,93992,3,,1,2025-02-06,Open,20,F
553,Sexual,40270,33464,28,1,10,2025-04-09,Prosecuted,27,F
554,Other,104989,112927,3,4,13,2025-12-04,Convicted,36,F
555,Labor,31899,25253,3,,33,2025-10-25,Closed,38,M
556,Child,63474,,22,4,1,2025-03-22,Open,11,M
557,Labor,6998,,2,,10,2025-02-05,Convicted,25,M
558,Domestic Servitude,8448,148975,6,1,9,2025-07-19,Prosecuted,26,F
559,Child,27495,,22,4,4,2025-04-10,Under Investigation,17,M
560,Labor,128148,45744,26,,10,2025-10-10,Closed,48,M
561,Sexual,94364,12565,21,4,8,2025-07-25,Under Investigation,31,M
562,Domestic Servitude,14632,15648,6,1,10,2025-03-04,Under Investigation,44,F
563,Labor,84822,127342,1,1,34,2025-11-03,Under Investigation,43,M
564,Forced Marriage,91593,,1,10,10,2025-06-12,Acquitted,16,F
565,Labor,42696,,26,10,10,2025-09-18,Under Investigation,41,M
566,Forced Marriage,45672,,6,,8,2025-06-25,Closed,22,F
567,Domestic Servitude,108886,44177,6,1,31,2025-01-28,Convicted,27,F
568,Organ,145729,,6,,1,2025-08-19,Under Investigation,25,F
569,Organ,37053,123190,6,,1,2025-02-19,Under Investigation,30,M
570,Debt Bondage,112689,34012,6,1,1,2025-03-23,Convicted,18,M
571,Domestic Servitude,133892,,28,,9,2025-05-28,Closed,21,F
572,Child,34251,87308,3,4,9,2025-07-07,Closed,17,F
573,Debt Bondage,105112,,1,1,10,2025-12-06,Prosecuted,53,M
574,Forced Marriage,75748,14762,3,10,10,2025-05-01,Acquitted,16,F
575,Organ,49552,,6,,1,2025-07-24,Convicted,31,F
576,Domestic Servitude,44356,129377,28,10,31,2025-06-13,Closed,31,F
577,Other,71632,,18,12,10,2025-07-16,Closed,44,F
578,Domestic Servitude,70169,,6,,33,2025-09-23,Convicted,22,F
579,Organ,85692,144890,3,,1,2025-10-27,Open,34,M
580,Labor,88606,49914,1,4,9,2025-08-24,Open,30,M
581,Debt Bondage,142082,145087,3,1,9,2025-01-25,Under Investigation,27,M
582,Child,135004,66784,22,1,4,2025-12-28,Closed,13,M
583,Sexual,18033,,21,,12,2025-12-03,Open,35,F
584,Organ,,57527,3,,1,2025-04-23,Under Investigation,45,M
585,Labor,95666,,2,1,31,2025-11-24,Open,22,M
586,Labor,93484,98434,6,1,31,2025-07-17,Closed,19,M
587,Child,107677,81669,22,1,4,2025-11-24,Under Investigation,9,F
588,Domestic Servitude,102373,26216,21,15,31,2025-12-07,Closed,20,F
589,Domestic Servitude,21855,20337,26,1,31,2025-06-14,Under Investigation,28,F
590,Organ,11658,70147,6,,1,2025-05-24,Closed,42,M
591,Labor,115162,119683,26,,33,2025-06-19,Closed,21,M
592,Domestic Servitude,121763,46348,6,15,9,2025-03-03,Under Investigation,28,F
593,Domestic Servitude,100284,87317,21,1,9,2025-07-07,Open,29,F
594,Debt Bondage,90947,96665,26,,10,2025-12-28,Closed,53,M
595,Labor,133812,113777,3,4,34,2025-04-07,Prosecuted,23,F
596,Sexual,122482,,22,,10,2025-03-12,Convicted,20,F
597,Labor,,,1,4,33,2025-10-08,Convicted,28,M
598,Forced Marriage,116963,93817,3,,8,2025-02-01,Convicted,23,F
599,Forced Marriage,57468,1249,3,1,10,2025-11-08,Convicted,14,F
600,Sexual,111675,75680,6,4,12,2025-11-11,Closed,17,F
601,Labor,113978,,2,1,34,2025-12-12,Open,42,M
602,Labor,121473,96714,6,4,34,2025-03-03,Prosecuted,47,M
603,Sexual,20193,95693,21,4,13,2025-06-26,Convicted,21,F
604,Other,110507,89640,3,1,8,2025-06-20,Under Investigation,40,F
605,Child,84388,13375,22,,4,2025-12-07,Closed,12,F
606,Sexual,96546,75309,6,12,8,2025-04-05,Acquitted,23,F
607,Sexual,125811,91366,6,4,12,2025-12-05,Open,22,F
608,Domestic Servitude,59634,,6,,31,2025-06-04,Open,42,F
609,Other,116621,54178,16,4,10,2025-01-10,Convicted,47,F
610,Child,98558,,3,4,4,2025-06-28,Acquitted,16,M
611,Debt Bondage,100152,52691,26,1,1,2025-09-12,Under Investigation,52,M
612,Other,70616,104844,3,,13,2025-08-10,Closed,32,F
613,Debt Bondage,48482,,6,1,1,2025-04-20,Convicted,28,F
614,Sexual,43575,,21,,37,2025-06-19,Open,34,F
615,Debt Bondage,64823,98751,6,1,10,2025-07-19,Acquitted,33,M
616,Labor,74185,67472,6,,10,2025-12-11,Under Investigation,20,M
617,Labor,108893,,26,1,33,2025-09-02,Prosecuted,20,M
618,Debt Bondage,134723,83603,3,,10,2025-06-09,Under Investigation,22,M
619,Child,127217,49938,1,4,4,2025-06-15,Prosecuted,15,M
620,Child,77466,48790,3,4,4,2025-01-17,Closed,11,F
621,Child,108502,41090,1,,1,2025-05-24,Prosecuted,12,M
622,Labor,83387,45344,26,4,10,2025-02-03,Under Investigation,42,M
623,Other,94280,,6,12,8,2025-07-23,Under Investigation,42,M
624,Domestic Servitude,88274,99256,28,15,9,2025-02-10,Open,38,F
625,Debt Bondage,8064,132862,1,,9,2025-12-20,Under Investigation,55,M
626,Sexual,124048,26418,22,4,12,2025-10-21,Under Investigation,20,F
627,Organ,29309,,1,,1,2025-07-13,Prosecuted,44,F
628,Labor,98649,80139,6,4,9,2025-08-15,Open,21,M
629,Domestic Servitude,30828,,26,,9,2025-12-20,Prosecuted,40,F
630,Debt Bondage,2056,,6,1,9,2025-07-27,Prosecuted,50,M
631,Other,93255,91182,6,,13,2025-12-13,Closed,46,M
632,Domestic Servitude,96475,23772,28,,9,2025-10-27,Convicted,37,F
633,Domestic Servitude,57891,133124,28,,31,2025-08-14,Under Investigation,39,M
634,Labor,51807,72243,2,4,34,2025-10-03,Acquitted,26,M
635,Organ,31554,42808,1,,1,2025-05-02,Open,45,F
636,Child,104020,,18,4,1,2025-11-18,Prosecuted,12,M
637,Labor,65446,,6,,10,2025-11-01,Closed,42,M
638,Labor,63092,22530,6,10,9,2025-08-08,Prosecuted,35,M
639,Child,142037,29858,1,1,4,2025-04-09,Under Investigation,7,F
640,Child,125266,,1,4,1,2025-12-15,Acquitted,13,F
641,Forced Marriage,116056,133128,6,,8,2025-10-02,Closed,15,F
642,Sexual,8630,113061,20,,37,2025-04-25,Under Investigation,26,F
643,Debt Bondage,91666,149108,6,,10,2025-09-01,Under Investigation,43,M
644,Other,41690,,3,,10,2025-02-03,Convicted,39,M
645,Child,78338,87751,1,4,9,2025-09-14,Under Investigation,12,M
646,Organ,61923,72066,3,,1,2025-04-21,Prosecuted,35,M
647,Debt Bondage,135752,,26,,9,2025-07-24,Convicted,17,M
648,Organ,122980,132469,6,,1,2025-09-04,Prosecuted,48,F
649,Labor,84830,,26,1,31,2025-10-01,Under Investigation,20,M
650,Debt Bondage,61072,38182,6,1,9,2025-06-27,Under Investigation,18,M
651,Sexual,3391,39018,22,12,12,2025-05-26,Convicted,35,F
652,Domestic Servitude,79719,,6,10,10,2025-05-04,Prosecuted,36,F
653,Debt Bondage,79418,,3,,10,2025-10-01,Under Investigation,25,F
654,Domestic Servitude,116171,143270,21,,9,2025-05-10,Under Investigation,29,F
655,Other,91258,,17,,9,2025-06-07,Prosecuted,45,F
656,Other,54194,133951,16,,10,2025-01-19,Closed,20,F
657,Forced Marriage,123856,,1,10,11,2025-01-17,Open,16,F
658,Labor,65089,,2,,32,2025-05-28,Under Investigation,49,M
659,Debt Bondage,93968,3318,3,1,9,2025-03-20,Under Investigation,25,F
660,Labor,91077,,6,1,31,2025-01-08,Open,23,M
661,Other,57798,7225,3,12,8,2025-05-07,Prosecuted,34,M
662,Debt Bondage,83567,8778,26,1,9,2025-02-08,Open,34,M
663,Sexual,45689,,28,1,8,2025-06-01,Open,27,F
664,Forced Marriage,127442,35170,1,,11,2025-07-04,Prosecuted,29,F
665,Child,140647,63810,22,4,1,2025-05-07,Convicted,7,F
666,Sexual,20065,,28,1,10,2025-05-14,Prosecuted,19,F
667,Child,129172,64170,18,1,10,2025-01-26,Under Investigation,12,F
668,Child,94192,127231,18,4,4,2025-09-03,Open,10,F
669,Labor,10987,148448,26,,10,2025-02-23,Open,39,F
670,Labor,121006,,3,1,34,2025-10-27,Convicted,18,M
671,Labor,17809,,26,10,31,2025-03-02,Open,44,M
672,Organ,80134,98975,6,,1,2025-08-28,Convicted,45,F
673,Domestic Servitude,110863,,21,1,9,2025-02-23,Under Investigation,33,F
674,Debt Bondage,53607,18577,1,,1,2025-09-17,Prosecuted,31,M
675,Child,105685,,22,,4,2025-10-04,Prosecuted,16,F
676,Sexual,41097,,28,,13,2025-04-20,Under Investigation,25,M
677,Organ,31179,,6,,1,2025-07-07,Prosecuted,27,F
678,Domestic Servitude,115914,,21,15,33,2025-11-19,Closed,26,F
679,Labor,127105,,6,,32,2025-08-07,Under Investigation,43,M
680,Domestic Servitude,77433,,21,,9,2025-04-22,Acquitted,34,F
681,Labor,92763,,26,10,34,2025-07-06,Under Investigation,18,M
682,Child,26745,55132,18,,10,2025-06-28,Open,16,F
683,Sexual,73944,93439,6,,13,2025-03-13,Under Investigation,27,M
684,Labor,113322,32109,2,1,32,2025-05-18,Open,33,M
685,Organ,40069,18075,3,,1,2025-01-05,Under Investigation,33,M
686,Labor,65682,,3,1,31,2025-08-18,Acquitted,26,F
687,Debt Bondage,77965,46799,26,,9,2025-07-04,Under Investigation,35,M
688,Labor,,,3,1,10,2025-10-05,Convicted,29,M
689,Labor,59786,,3,,34,2025-08-22,Convicted,26,M
690,Domestic Servitude,111832,124923,6,1,31,2025-07-27,Prosecuted,34,F
691,Other,147971,,6,,13,2025-08-01,Acquitted,32,M
692,Domestic Servitude,87910,,28,15,33,2025-12-13,Prosecuted,29,F
693,Domestic Servitude,47510,,26,,10,2025-01-20,Convicted,26,F
694,Labor,139136,,26,1,9,2025-07-17,Prosecuted,19,M
695,Labor,85976,,1,10,9,2025-11-05,Open,35,M
696,Forced Marriage,6317,,1,,9,2025-01-14,Under Investigation,27,F
697,Other,79089,,17,,9,2025-03-15,Under Investigation,44,M
698,Labor,95580,,2,10,9,2025-10-22,Acquitted,19,M
699,Child,58598,57606,1,,10,2025-02-04,Convicted,6,F
700,Labor,77185,,6,4,10,2025-03-06,Closed,50,M
701,Other,114220,,3,4,9,2025-09-06,Open,27,F
702,Child,134590,40131,1,4,9,2025-05-25,Under Investigation,15,F
703,Debt Bondage,135716,29303,6,1,9,2025-07-19,Open,50,F
704,Labor,81563,109503,26,4,33,2025-08-04,Open,41,M
705,Child,116786,,18,,4,2025-03-18,Convicted,17,M
706,Debt Bondage,101534,123170,6,1,10,2025-12-17,Under Investigation,17,M
707,Sexual,82685,115861,20,4,10,2025-02-14,Under Investigation,26,F
708,Labor,110129,113030,3,,33,2025-06-14,Under Investigation,40,M
709,Organ,91517,,6,,1,2025-02-02,Closed,37,M
710,Domestic Servitude,1358,,26,1,31,2025-10-24,Open,29,F
711,Domestic Servitude,114082,,28,15,31,2025-03-13,Under Investigation,20,F
712,Labor,13229,127502,1,4,31,2025-03-10,Under Investigation,43,M
713,Domestic Servitude,110696,6367,21,1,10,2025-09-26,Closed,27,F
714,Child,98093,76020,22,,1,2025-11-17,Under Investigation,9,M
715,Organ,130617,95739,3,,1,2025-06-12,Prosecuted,29,M
716,Debt Bondage,12133,144985,3,1,10,2025-12-20,Convicted,42,F
717,Sexual,144048,,21,1,13,2025-06-20,Prosecuted,30,F
718,Labor,63577,,2,1,10,2025-06-23,Closed,30,M
719,Sexual,129318,,28,4,13,2025-02-21,Under Investigation,25,F
720,Domestic Servitude,134707,72319,26,,31,2025-05-11,Under Investigation,28,F
721,Domestic Servitude,50443,48209,6,15,33,2025-03-26,Prosecuted,37,F
722,Other,63811,80214,16,,10,2025-06-23,Under Investigation,20,F
723,Domestic Servitude,14116,,26,1,31,2025-08-13,Prosecuted,23,F
724,Child,46281,,3,,9,2025-06-05,Convicted,9,M
725,Labor,9745,,1,4,34,2025-05-16,Prosecuted,46,M
726,Domestic Servitude,54502,3959,21,,33,2025-12-15,Closed,23,F
727,Other,130192,8651,16,1,8,2025-01-09,Under Investigation,50,F
728,Domestic Servitude,118592,,21,10,33,2025-02-26,Prosecuted,29,F
729,Labor,114724,,2,10,34,2025-08-02,Open,28,F
730,Child,105207,82273,1,,9,2025-07-07,Under Investigation,8,F
731,Debt Bondage,14055,105883,6,,9,2025-10-26,Convicted,18,M
732,Child,61742,137498,22,,9,2025-02-04,Convicted,14,F
733,Domestic Servitude,95640,,21,10,10,2025-12-03,Closed,23,F
734,Organ,84704,,3,,1,2025-08-15,Prosecuted,49,M
735,Labor,100125,6917,1,,33,2025-06-05,Open,39,M
736,Other,70615,61369,3,12,13,2025-07-12,Closed,39,F
737,Debt Bondage,148040,,26,,1,2025-08-18,Convicted,43,F
738,Debt Bondage,,127046,26,1,9,2025-04-23,Under Investigation,18,M
739,Sexual,122799,,21,,37,2025-05-06,Under Investigation,26,F
740,Labor,8591,,1,,10,2025-10-17,Open,47,M
741,Domestic Servitude,124118,107247,21,10,10,2025-05-18,Prosecuted,22,F
742,Sexual,64357,48627,6,4,10,2025-02-10,Under Investigation,34,F
743,Debt Bondage,26628,,1,1,10,2025-01-01,Under Investigation,47,M
744,Domestic Servitude,105808,,26,,31,2025-12-14,Closed,31,F
745,Other,134943,57671,6,4,8,2025-04-26,Open,39,M
746,Other,102561,136625,16,12,9,2025-12-18,Prosecuted,24,F
747,Forced Marriage,72828,,1,10,10,2025-04-16,Under Investigation,18,F
748,Labor,60010,62587,26,,10,2025-04-10,Under Investigation,24,F
749,Forced Marriage,31876,,3,1,8,2025-07-15,Under Investigation,20,F
750,Other,111423,,17,1,8,2025-10-23,Closed,20,M
751,Labor,27210,77554,26,4,32,2025-03-12,Closed,21,M
752,Labor,15835,17859,6,10,9,2025-08-13,Open,39,F
753,Child,2679,,18,1,9,2025-11-11,Open,14,F
754,Child,75960,52077,22,4,4,2025-05-05,Convicted,15,F
755,Labor,54303,142948,1,10,32,2025-03-07,Under Investigation,30,M
756,Sexual,100014,29524,6,,13,2025-10-07,Under Investigation,16,F
757,Sexual,133764,75809,20,,37,2025-10-13,Convicted,22,F
758,Domestic Servitude,14577,128096,28,10,10,2025-11-12,Under Investigation,29,F
759,Organ,134114,,6,,1,2025-12-24,Under Investigation,22,M
760,Debt Bondage,3908,5547,3,1,10,2025-06-20,Under Investigation,32,M
