crossing_id,detected_date,location_name,nearest_port_id,latitude,longitude,direction,detection_method,group_size,smuggler_linked,apprehended_count,outcome,lead_traveler_id,nationality_id
214,2025-10-11 23:42:00,Chaman border - Main sector,34,30.96844,66.502122,Outbound,Patrol,12,1,0,Turned Back,,1
215,2025-01-26 01:51:00,Makran coast - Pasni,39,25.263749,63.497401,Inbound,Informant,3,0,0,Escaped,,18
216,2025-10-01 23:34:00,Torkham vicinity - South sector,33,34.04884,71.067713,Outbound,Informant,3,0,3,Apprehended,,3
217,2025-10-27 00:43:00,Torkham vicinity - North sector,33,34.134779,71.112506,Inbound,Patrol,5,0,0,Turned Back,,1
218,2025-06-28 22:43:00,Makran coast - Pasni,39,25.258462,63.513324,Inbound,Informant,5,0,5,Apprehended,,1
219,2025-01-03 11:20:00,Torkham vicinity - North sector,33,34.127478,71.092265,Inbound,CCTV,3,0,0,Escaped,,3
220,2025-10-19 16:09:00,Khyber Pass - off-road crossing,33,34.00557,71.042816,Inbound,Informant,8,1,0,Escaped,,3
221,2025-08-28 04:44:00,Torkham vicinity - South sector,33,34.10452,71.051453,Inbound,Tip-Off,5,0,5,Apprehended,147567,3
222,2025-01-23 23:01:00,Torkham vicinity - South sector,33,34.020856,71.107343,Inbound,Patrol,5,0,5,Apprehended,,3
223,2025-05-06 02:45:00,Chaman border - Western flank,34,30.873832,66.390675,Inbound,Patrol,5,0,5,Apprehended,,3
224,2025-09-13 22:28:00,Khyber Pass - off-road crossing,33,34.019885,71.092224,Inbound,CCTV,2,1,0,Turned Back,147360,3
225,2025-04-23 00:29:00,Torkham vicinity - North sector,33,34.061382,71.127903,Outbound,Sensor,20,1,0,Turned Back,,3
226,2025-08-28 14:39:00,Torkham vicinity - North sector,33,34.127999,71.057671,Inbound,Patrol,1,0,0,Turned Back,44127,3
227,2025-02-02 14:39:00,Torkham vicinity - North sector,33,34.086481,71.106941,Outbound,Checkpoint,8,1,0,Turned Back,,3
228,2025-12-19 13:57:00,Chaman border - Main sector,34,30.957573,66.478379,Inbound,Informant,2,0,0,Turned Back,18893,1
229,2025-11-11 16:33:00,Landi Kotal area,33,34.061607,71.090542,Inbound,Patrol,12,1,0,Escaped,149970,3
230,2025-03-22 18:45:00,Chaman border - Western flank,34,30.838276,66.423694,Outbound,Sensor,8,1,3,Partial Capture,,3
231,2025-08-15 01:36:00,Chaman border - Main sector,34,30.882558,66.501786,Outbound,Informant,5,1,0,Turned Back,77538,3
232,2025-06-14 03:45:00,Chaman border - Main sector,34,30.906702,66.438892,Inbound,Sensor,1,0,1,Apprehended,29944,3
233,2025-11-24 20:06:00,Torkham vicinity - South sector,33,34.117511,71.060901,Inbound,Tip-Off,2,0,0,Escaped,,1
234,2025-10-27 20:05:00,Chaman border - Western flank,34,30.898639,66.389431,Inbound,Drone,3,1,0,Turned Back,,3
235,2025-06-16 05:41:00,Spin Boldak corridor,34,30.939777,66.496538,Outbound,Drone,5,0,5,Apprehended,,3
236,2025-08-26 23:06:00,Torkham vicinity - North sector,33,34.080089,71.047258,Inbound,Checkpoint,1,0,1,Apprehended,4434,1
237,2025-03-23 03:53:00,Khyber Pass - off-road crossing,33,34.030808,71.069657,Inbound,Drone,8,1,0,Escaped,,3
238,2025-04-12 06:53:00,Chaman border - Western flank,34,30.914843,66.353082,Outbound,Tip-Off,5,0,5,Apprehended,,3
239,2025-11-04 00:32:00,Makran coast - Ormara,38,25.168428,64.629363,Inbound,Other,5,1,4,Partial Capture,,4
240,2025-06-25 16:08:00,Chaman border - Main sector,34,30.897799,66.483977,Inbound,Checkpoint,3,1,0,Escaped,51729,1
241,2025-07-24 01:12:00,Torkham vicinity - North sector,33,34.097591,71.093096,Inbound,Patrol,3,1,3,Apprehended,106985,1
242,2025-11-10 16:50:00,Torkham vicinity - North sector,33,34.084079,71.116207,Inbound,Drone,20,1,20,Apprehended,,1
243,2025-01-01 12:13:00,Torkham vicinity - North sector,33,34.095875,71.088392,Inbound,Checkpoint,3,1,3,Apprehended,,1
244,2025-01-23 01:34:00,Khunjerab Pass area,37,36.899411,75.389411,Outbound,Drone,2,0,1,Partial Capture,,5
245,2025-02-08 20:30:00,Wagah border - Agricultural zone,35,31.614883,74.566244,Inbound,Tip-Off,2,0,0,Turned Back,,2
246,2025-12-05 12:51:00,Taftan border zone,36,28.919102,61.573559,Inbound,Drone,5,1,5,Apprehended,,1
247,2025-07-13 03:26:00,Khyber Pass - off-road crossing,33,34.085816,71.015006,Inbound,Checkpoint,20,1,20,Apprehended,,3
248,2025-01-09 22:30:00,Chaman border - Western flank,34,30.842232,66.365723,Inbound,CCTV,1,0,0,Escaped,,3
249,2025-11-26 23:47:00,Torkham vicinity - North sector,33,34.092027,71.0339,Inbound,Patrol,5,0,5,Apprehended,,3
250,2025-10-13 11:50:00,Makran coast - Ormara,38,25.185529,64.630134,Outbound,Informant,5,0,0,Escaped,,4
251,2025-10-26 23:30:00,Torkham vicinity - North sector,33,34.109063,71.061807,Inbound,Patrol,20,1,20,Apprehended,,3
252,2025-05-28 22:21:00,Chaman border - Western flank,34,30.889905,66.386904,Outbound,Other,12,1,9,Partial Capture,,3
253,2025-11-13 05:18:00,Chaman border - Main sector,34,30.877656,66.488193,Outbound,Checkpoint,2,0,2,Apprehended,,1
254,2025-10-06 21:57:00,Taftan border zone,36,28.872127,61.559481,Inbound,CCTV,1,1,1,Apprehended,79811,3
255,2025-06-03 00:23:00,Taftan border zone,36,28.85529,61.57589,Inbound,Checkpoint,3,0,0,Escaped,,1
256,2025-01-27 21:57:00,Landi Kotal area,33,34.087601,71.149002,Outbound,Drone,3,0,3,Apprehended,,1
257,2025-03-15 03:49:00,Torkham vicinity - South sector,33,34.027159,71.145152,Inbound,Informant,1,0,0,Escaped,20727,3
258,2025-05-10 00:10:00,Chaman border - Main sector,34,30.943404,66.48185,Inbound,Checkpoint,5,1,0,Escaped,,1
259,2025-05-22 03:10:00,Chaman border - Main sector,34,30.908681,66.417895,Inbound,Drone,5,1,5,Apprehended,,3
260,2025-05-16 09:32:00,Torkham vicinity - South sector,33,34.094152,71.053704,Outbound,Drone,1,0,0,Escaped,,3
261,2025-02-18 13:20:00,Wagah border - Agricultural zone,35,31.636561,74.575165,Outbound,Drone,8,0,8,Apprehended,60357,2
262,2025-07-24 21:03:00,Makran coast - Jiwani,39,25.075087,61.718818,Inbound,Drone,5,0,5,Apprehended,,1
263,2025-01-13 18:47:00,Torkham vicinity - North sector,33,34.072497,71.03732,Outbound,Informant,5,0,0,Escaped,124255,1
264,2025-07-08 22:57:00,Torkham vicinity - North sector,33,34.068917,71.030263,Outbound,Tip-Off,5,0,5,Apprehended,134358,1
265,2025-06-20 19:12:00,Landi Kotal area,33,34.112146,71.167918,Inbound,Patrol,5,0,5,Apprehended,93220,1
266,2025-09-25 01:10:00,Torkham vicinity - South sector,33,34.117512,71.113426,Inbound,Sensor,1,1,1,Partial Capture,65400,1
267,2025-12-15 05:26:00,Torkham vicinity - North sector,33,34.044254,71.064879,Inbound,Checkpoint,8,0,8,Apprehended,114481,3
268,2025-07-03 00:05:00,Chaman border - Main sector,34,30.881136,66.488946,Inbound,CCTV,5,1,5,Apprehended,,3
269,2025-02-20 01:32:00,Spin Boldak corridor,34,30.947573,66.537877,Inbound,Informant,5,0,0,Escaped,,3
270,2025-08-06 03:46:00,Landi Kotal area,33,34.108311,71.140749,Inbound,Patrol,5,0,0,Turned Back,24515,3
271,2025-12-28 16:44:00,Mashkel desert crossing,36,27.771487,62.967313,Outbound,Sensor,1,0,1,Apprehended,,4
272,2025-08-22 00:29:00,Khunjerab Pass area,37,36.859653,75.401646,Outbound,Tip-Off,2,1,0,Escaped,,43
273,2025-03-09 21:11:00,Landi Kotal area,33,34.103271,71.153717,Inbound,Tip-Off,3,0,0,Turned Back,,1
274,2025-07-06 21:42:00,Spin Boldak corridor,34,30.906385,66.48711,Inbound,Patrol,1,1,1,Apprehended,17690,3
275,2025-06-09 05:04:00,Torkham vicinity - South sector,33,34.111204,71.05064,Inbound,Patrol,12,1,12,Apprehended,,3
276,2025-03-18 19:44:00,Makran coast - Ormara,38,25.242491,64.682853,Inbound,Drone,3,1,3,Apprehended,,4
277,2025-05-03 22:30:00,Chaman border - Western flank,34,30.844915,66.397158,Outbound,Patrol,20,1,20,Apprehended,,3
278,2025-11-17 00:33:00,Chaman border - Main sector,34,30.883433,66.504357,Outbound,Sensor,5,0,0,Escaped,19525,3
279,2025-04-07 20:02:00,Karachi coastal - Ibrahim Hyderi,38,24.747073,67.137101,Outbound,Tip-Off,12,1,12,Apprehended,,1
280,2025-01-07 19:21:00,Spin Boldak corridor,34,30.911922,66.527805,Outbound,Patrol,3,0,3,Apprehended,,3
281,2025-09-24 05:29:00,Landi Kotal area,33,34.083818,71.159794,Inbound,Sensor,12,1,12,Apprehended,139834,1
282,2025-10-09 16:05:00,Karachi coastal - Ibrahim Hyderi,38,24.738003,67.123593,Inbound,Patrol,5,0,0,Turned Back,,22
283,2025-02-18 11:16:00,Torkham vicinity - North sector,33,34.134576,71.126049,Inbound,Checkpoint,3,0,3,Apprehended,,1
284,2025-07-20 19:12:00,Makran coast - Pasni,39,25.288788,63.499096,Inbound,CCTV,1,0,1,Partial Capture,21731,1
285,2025-07-07 22:43:00,Torkham vicinity - South sector,33,34.090767,71.108514,Inbound,Patrol,8,1,0,Escaped,17528,3
286,2025-03-11 02:14:00,Torkham vicinity - North sector,33,34.10489,71.099826,Inbound,Sensor,3,0,0,Escaped,,1
287,2025-12-13 10:15:00,Taftan border zone,36,28.906517,61.618678,Inbound,Drone,12,1,0,Escaped,,3
288,2025-07-08 00:39:00,Landi Kotal area,33,34.050031,71.153601,Inbound,Patrol,12,1,12,Apprehended,119090,3
289,2025-03-02 00:02:00,Chaman border - Main sector,34,30.887779,66.488101,Inbound,Patrol,3,0,0,Turned Back,,1
290,2025-07-23 10:46:00,Landi Kotal area,33,34.113688,71.141802,Inbound,Other,3,0,3,Apprehended,,3
291,2025-01-06 03:47:00,Khyber Pass - off-road crossing,33,34.054237,71.044812,Inbound,Informant,2,0,2,Apprehended,,3
292,2025-07-07 23:43:00,Torkham vicinity - South sector,33,34.028301,71.051329,Outbound,Patrol,3,0,0,Turned Back,,1
293,2025-04-19 23:16:00,Taftan border zone,36,28.90121,61.620535,Inbound,Patrol,1,0,0,Escaped,,4
294,2025-05-07 20:58:00,Mashkel desert crossing,36,27.799825,62.985878,Outbound,Checkpoint,3,0,3,Apprehended,,3
295,2025-10-27 03:18:00,Mashkel desert crossing,36,27.831077,63.036306,Inbound,Checkpoint,8,1,8,Apprehended,,3
296,2025-08-04 06:07:00,Taftan border zone,36,28.884346,61.618284,Inbound,CCTV,5,0,5,Apprehended,,1
297,2025-04-11 20:04:00,Chaman border - Western flank,34,30.854565,66.374068,Outbound,Tip-Off,2,0,0,Escaped,139293,3
298,2025-04-20 22:24:00,Chaman border - Western flank,34,30.857363,66.424611,Inbound,Checkpoint,5,0,0,Escaped,,3
299,2025-05-12 02:54:00,Torkham vicinity - North sector,33,34.049958,71.127218,Inbound,CCTV,2,0,0,Turned Back,,1
300,2025-06-06 00:12:00,Torkham vicinity - South sector,33,34.088738,71.141559,Inbound,Checkpoint,5,0,5,Apprehended,72460,1
301,2025-11-12 17:15:00,Khyber Pass - off-road crossing,33,34.015224,71.012487,Outbound,Drone,1,0,1,Apprehended,,3
302,2025-02-15 23:50:00,Wagah border - Agricultural zone,35,31.563091,74.56121,Outbound,Tip-Off,3,1,0,Escaped,,2
303,2025-07-24 00:24:00,Torkham vicinity - North sector,33,34.066433,71.040135,Inbound,Patrol,2,0,0,Turned Back,,3
304,2025-08-14 23:34:00,Torkham vicinity - North sector,33,34.104272,71.037053,Inbound,Drone,2,0,2,Apprehended,,1
305,2025-02-25 21:40:00,Torkham vicinity - North sector,33,34.051679,71.062488,Outbound,Sensor,8,1,0,Turned Back,,1
306,2025-12-11 03:23:00,Torkham vicinity - North sector,33,34.12147,71.038088,Outbound,Patrol,3,0,3,Apprehended,,3
307,2025-05-14 21:19:00,Makran coast - Jiwani,39,25.002182,61.765495,Inbound,Tip-Off,5,0,0,Escaped,,1
308,2025-07-02 20:28:00,Torkham vicinity - South sector,33,34.111392,71.093962,Inbound,Checkpoint,2,0,0,Escaped,47100,3
309,2025-07-15 00:39:00,Chaman border - Western flank,34,30.873837,66.435788,Inbound,Tip-Off,3,0,0,Escaped,,3
310,2025-09-09 21:42:00,Torkham vicinity - South sector,33,34.058791,71.094042,Inbound,Patrol,3,1,2,Partial Capture,23805,1
311,2025-04-27 01:11:00,Landi Kotal area,33,34.060908,71.127481,Inbound,Checkpoint,5,0,5,Apprehended,55873,3
312,2025-06-08 23:42:00,Wagah border - Agricultural zone,35,31.628661,74.537689,Outbound,Patrol,20,1,0,Escaped,68376,1
313,2025-10-15 18:24:00,Makran coast - Pasni,39,25.28037,63.447068,Inbound,Informant,3,0,3,Apprehended,,18
314,2025-10-14 11:38:00,Chaman border - Western flank,34,30.919412,66.406379,Outbound,Tip-Off,2,0,2,Apprehended,125013,3
315,2025-10-24 05:40:00,Taftan border zone,36,28.90927,61.558252,Inbound,Patrol,12,1,12,Apprehended,98258,1
316,2025-08-08 07:10:00,Mashkel desert crossing,36,27.815541,62.997769,Inbound,Drone,8,1,0,Turned Back,,4
317,2025-09-06 14:30:00,Chaman border - Main sector,34,30.871375,66.475025,Outbound,Drone,3,1,2,Partial Capture,40198,3
318,2025-09-17 17:00:00,Chaman border - Main sector,34,30.900693,66.419572,Outbound,Patrol,20,1,6,Partial Capture,,3
319,2025-02-22 04:19:00,Khunjerab Pass area,37,36.836049,75.409538,Inbound,Tip-Off,5,1,5,Apprehended,,43
320,2025-09-01 20:35:00,Torkham vicinity - North sector,33,34.043968,71.077784,Inbound,Drone,8,0,0,Turned Back,,1
321,2025-05-17 15:03:00,Chaman border - Main sector,34,30.954279,66.452926,Inbound,Checkpoint,5,1,3,Partial Capture,146030,3
322,2025-02-02 21:12:00,Makran coast - Ormara,38,25.214002,64.627138,Inbound,Drone,3,1,3,Apprehended,,4
323,2025-04-16 00:28:00,Khyber Pass - off-road crossing,33,34.0767,71.045559,Outbound,Sensor,12,0,0,Escaped,,3
324,2025-02-10 21:43:00,Mashkel desert crossing,36,27.830561,63.012672,Inbound,Sensor,3,1,1,Partial Capture,97903,4
325,2025-08-23 01:29:00,Makran coast - Pasni,39,25.298161,63.486961,Outbound,Patrol,5,1,0,Escaped,,1
326,2025-05-27 17:31:00,Torkham vicinity - South sector,33,34.044399,71.068373,Inbound,Patrol,20,1,0,Escaped,,3
327,2025-05-13 01:34:00,Khyber Pass - off-road crossing,33,34.010986,71.024221,Inbound,Informant,8,1,0,Turned Back,103373,3
328,2025-12-26 04:43:00,Khyber Pass - off-road crossing,33,34.002615,71.089291,Inbound,Other,2,0,0,Turned Back,79092,3
329,2025-11-13 14:31:00,Torkham vicinity - North sector,33,34.065105,71.11997,Inbound,Patrol,3,0,2,Partial Capture,108919,3
330,2025-01-18 05:34:00,Wagah border - Agricultural zone,35,31.639738,74.584416,Outbound,Drone,8,1,8,Apprehended,144098,2
331,2025-10-03 01:09:00,Torkham vicinity - North sector,33,34.052737,71.045018,Inbound,Informant,12,1,0,Escaped,,1
332,2025-05-12 16:04:00,Landi Kotal area,33,34.055586,71.173618,Outbound,Informant,5,0,5,Apprehended,,1
333,2025-11-08 04:50:00,Landi Kotal area,33,34.136941,71.092092,Inbound,Patrol,3,0,2,Partial Capture,86528,3
334,2025-11-26 23:24:00,Makran coast - Jiwani,39,25.01399,61.720552,Inbound,Informant,2,0,0,Escaped,,4
335,2025-03-23 19:42:00,Khyber Pass - off-road crossing,33,34.090242,71.028495,Outbound,Patrol,2,0,0,Turned Back,,3
336,2025-04-09 17:17:00,Makran coast - Jiwani,39,25.079955,61.738827,Outbound,Tip-Off,5,0,5,Apprehended,,3
337,2025-08-11 15:10:00,Landi Kotal area,33,34.086744,71.121868,Outbound,Tip-Off,1,1,1,Apprehended,,3
338,2025-11-03 17:09:00,Mashkel desert crossing,36,27.767878,63.034724,Inbound,Drone,3,0,3,Apprehended,29467,3
339,2025-10-03 15:40:00,Torkham vicinity - South sector,33,34.046262,71.135622,Inbound,Patrol,3,1,0,Turned Back,,1
340,2025-11-15 22:20:00,Karachi coastal - Ibrahim Hyderi,38,24.819015,67.167435,Inbound,Tip-Off,5,0,3,Partial Capture,76194,1
341,2025-08-08 06:52:00,Makran coast - Jiwani,39,25.07212,61.737751,Outbound,Sensor,1,0,1,Apprehended,24197,3
342,2025-07-26 02:11:00,Taftan border zone,36,28.872519,61.557276,Outbound,Patrol,1,1,1,Apprehended,,4
343,2025-04-04 04:31:00,Torkham vicinity - South sector,33,34.099055,71.059531,Outbound,Tip-Off,2,1,2,Apprehended,,1
344,2025-08-15 14:51:00,Chaman border - Main sector,34,30.885094,66.483812,Outbound,Patrol,8,1,0,Turned Back,119992,3
345,2025-01-22 01:29:00,Landi Kotal area,33,34.132403,71.182942,Inbound,Sensor,2,0,2,Apprehended,,3
346,2025-05-13 20:39:00,Torkham vicinity - North sector,33,34.063525,71.115933,Inbound,Informant,5,0,2,Partial Capture,,1
347,2025-09-05 22:24:00,Chaman border - Western flank,34,30.840419,66.397802,Outbound,CCTV,5,1,5,Apprehended,139454,3
348,2025-10-11 23:33:00,Chaman border - Main sector,34,30.911397,66.479638,Inbound,Patrol,3,0,3,Apprehended,,3
349,2025-07-03 16:26:00,Chaman border - Main sector,34,30.933181,66.429688,Inbound,Informant,8,1,7,Partial Capture,10370,1
350,2025-12-25 02:24:00,Makran coast - Ormara,38,25.258508,64.620759,Inbound,Drone,1,1,0,Escaped,,3
351,2025-12-23 13:28:00,Makran coast - Ormara,38,25.217767,64.590953,Outbound,Informant,8,1,3,Partial Capture,,1
352,2025-05-26 01:59:00,Spin Boldak corridor,34,30.956138,66.523083,Inbound,Informant,3,0,0,Turned Back,74281,3
353,2025-01-03 04:53:00,Torkham vicinity - South sector,33,34.075807,71.06837,Outbound,Patrol,1,0,1,Apprehended,54097,3
354,2025-03-03 01:24:00,Chaman border - Main sector,34,30.874648,66.464259,Inbound,Drone,5,0,0,Turned Back,,3
355,2025-01-27 00:55:00,Chaman border - Western flank,34,30.873151,66.397387,Inbound,CCTV,12,0,0,Escaped,,3
356,2025-09-07 23:53:00,Torkham vicinity - North sector,33,34.126817,71.114333,Inbound,Drone,1,0,1,Apprehended,,3
357,2025-12-23 18:57:00,Wagah border - Agricultural zone,35,31.609445,74.559724,Inbound,Tip-Off,8,1,8,Apprehended,,2
358,2025-04-25 18:03:00,Mashkel desert crossing,36,27.823524,62.978516,Inbound,Patrol,20,1,0,Turned Back,,3
359,2025-06-13 20:21:00,Makran coast - Pasni,39,25.288535,63.502047,Outbound,Tip-Off,2,0,1,Partial Capture,,21
360,2025-03-14 21:10:00,Landi Kotal area,33,34.08233,71.117881,Outbound,Checkpoint,12,1,0,Turned Back,13441,1
361,2025-05-18 20:23:00,Chaman border - Main sector,34,30.939491,66.462841,Inbound,Tip-Off,1,1,1,Apprehended,,1
362,2025-12-20 21:16:00,Chaman border - Main sector,34,30.944056,66.419079,Outbound,Tip-Off,2,0,0,Escaped,,3
363,2025-09-12 03:15:00,Spin Boldak corridor,34,30.93691,66.4848,Outbound,Tip-Off,3,0,3,Apprehended,,3
364,2025-01-15 23:44:00,Torkham vicinity - South sector,33,34.028398,71.131535,Inbound,Tip-Off,3,1,2,Partial Capture,,3
365,2025-09-05 22:24:00,Khyber Pass - off-road crossing,33,34.037694,71.08386,Inbound,Drone,2,0,0,Turned Back,25203,3
366,2025-11-21 11:41:00,Chaman border - Main sector,34,30.952586,66.423615,Inbound,Drone,30,1,30,Apprehended,,1
367,2025-07-19 22:17:00,Khyber Pass - off-road crossing,33,34.037238,71.029928,Inbound,Sensor,12,1,0,Turned Back,132248,3
368,2025-07-13 23:40:00,Makran coast - Ormara,38,25.214291,64.676641,Inbound,Checkpoint,8,1,8,Apprehended,,3
369,2025-06-01 18:28:00,Chaman border - Main sector,34,30.938359,66.509365,Outbound,Checkpoint,5,0,5,Apprehended,34275,3
370,2025-10-20 23:16:00,Torkham vicinity - North sector,33,34.092854,71.112419,Outbound,Sensor,8,1,0,Escaped,,3
371,2025-02-03 01:17:00,Makran coast - Jiwani,39,25.00364,61.715894,Outbound,Drone,12,0,0,Turned Back,,18
372,2025-01-08 01:10:00,Khyber Pass - off-road crossing,33,34.035085,71.085065,Inbound,Tip-Off,3,0,0,Escaped,50514,3
373,2025-11-23 19:53:00,Chaman border - Main sector,34,30.896228,66.442739,Outbound,Informant,12,1,12,Apprehended,,3
374,2025-01-25 08:12:00,Torkham vicinity - North sector,33,34.119067,71.058734,Inbound,Checkpoint,5,1,0,Turned Back,118581,1
375,2025-10-08 04:14:00,Taftan border zone,36,28.927039,61.557789,Inbound,Drone,3,0,1,Partial Capture,,1
376,2025-03-12 03:15:00,Taftan border zone,36,28.915522,61.623018,Outbound,Patrol,1,0,1,Apprehended,,4
377,2025-12-25 21:56:00,Mashkel desert crossing,36,27.804497,62.999382,Inbound,Other,2,1,2,Apprehended,,3
378,2025-02-05 06:20:00,Landi Kotal area,33,34.141277,71.102614,Inbound,Sensor,12,0,12,Apprehended,,1
379,2025-04-16 02:20:00,Torkham vicinity - South sector,33,34.059864,71.07101,Outbound,Sensor,1,0,1,Partial Capture,100628,3
380,2025-02-16 22:11:00,Torkham vicinity - North sector,33,34.104723,71.057213,Inbound,Patrol,5,0,5,Apprehended,,1
381,2025-03-23 19:05:00,Torkham vicinity - South sector,33,34.097832,71.059459,Inbound,Informant,3,1,0,Escaped,,3
382,2025-11-05 19:28:00,Khyber Pass - off-road crossing,33,34.075498,71.072341,Inbound,Sensor,3,0,3,Apprehended,,3
383,2025-04-16 02:19:00,Chaman border - Western flank,34,30.873938,66.377247,Outbound,Checkpoint,20,0,0,Escaped,,3
384,2025-09-14 18:51:00,Mashkel desert crossing,36,27.848051,62.954333,Outbound,Drone,8,1,8,Apprehended,,3
385,2025-04-02 20:58:00,Spin Boldak corridor,34,30.956373,66.521472,Outbound,Checkpoint,30,0,0,Turned Back,,3
386,2025-08-04 15:01:00,Torkham vicinity - South sector,33,34.077121,71.088969,Inbound,Patrol,12,1,0,Escaped,,3
387,2025-09-11 12:05:00,Karachi coastal - Ibrahim Hyderi,38,24.734323,67.183939,Outbound,Drone,8,0,0,Escaped,,1
388,2025-02-25 17:43:00,Torkham vicinity - North sector,33,34.053499,71.122558,Outbound,Patrol,3,1,3,Apprehended,77491,1
389,2025-05-09 20:53:00,Torkham vicinity - North sector,33,34.107748,71.031812,Inbound,Informant,1,0,1,Apprehended,100513,3
390,2025-05-22 22:39:00,Torkham vicinity - South sector,33,34.065848,71.134049,Inbound,Patrol,2,0,1,Partial Capture,,3
391,2025-07-21 02:41:00,Torkham vicinity - South sector,33,34.099316,71.110708,Outbound,Drone,1,0,0,Turned Back,116462,1
392,2025-11-24 18:31:00,Wagah border - Agricultural zone,35,31.59759,74.586739,Outbound,Drone,5,0,5,Apprehended,149525,2
393,2025-01-13 23:26:00,Kasur sector,35,31.105744,74.478648,Outbound,Patrol,1,0,1,Partial Capture,,2
394,2025-12-28 03:38:00,Landi Kotal area,33,34.137546,71.148236,Inbound,Sensor,3,0,0,Turned Back,,1
395,2025-12-01 20:05:00,Khyber Pass - off-road crossing,33,34.038762,71.044344,Inbound,Informant,5,0,0,Escaped,,3
